Time(s),dataset,Engine RPM (rpm),Ambient Air Temperature (°F),Vehicle Speed (MPH),Absolute Throttle Position (%),Absolute Load Value (%),Calculated Engine Load Value (%),Fuel Level Input (%),Engine Coolant Temperature (°F)
4692.2,dataset6,2075,86,66,31,67.3,43.9,73.9,199
4695.1,dataset6,2035,86,66,32.4,65.1,40.6,69.8,199
4698,dataset6,1941,86,66,38.8,76.8,36.5,71.2,199
4700.9,dataset6,2040,86,67,36.9,107.1,31.4,72.5,199
4703.8,dataset6,2203,86,68,31.8,87.7,32,72.6,199
4706.7,dataset6,2119,86,69,29.2,46.3,46.3,72.7,199
4709.6,dataset6,2012,86,69,23.9,52.7,44.7,73.7,200
4712.5,dataset6,2028,86,69,26,62.4,32.9,73.6,201
4715.4,dataset6,2040,86,70,29,46.4,33,72.9,202
4718.3,dataset6,2013,86,68,23.6,29.2,33.3,72.3,203
4721.2,dataset6,2012,86,68,17.6,68.2,35.1,70.6,203
4724.1,dataset6,2007,86,69,26.5,67.3,40,71.5,203
4727,dataset6,2002,86,69,33.1,59.2,32.7,73.3,204
4729.9,dataset6,1981,86,69,22,58.9,19.2,73.5,205
4732.8,dataset6,1985,86,69,22.2,57.7,23.3,73.7,206
4735.7,dataset6,1997,86,68,23.5,54.1,29,74.3,207
4738.6,dataset6,1998,86,68,25,41.2,38.4,74.9,207
4741.5,dataset6,2001,86,69,34.1,42.7,59.2,75.2,208
4744.4,dataset6,2001,86,69,34.1,66.7,57.8,75.7,208
4747.3,dataset6,2041,86,70,26.5,66.7,39.2,75.2,210
4750.2,dataset6,2089,86,70,11.8,60.3,37.4,71.4,210
4753.1,dataset6,2050,86,70,20.1,51,24.3,71.7,207
4756,dataset6,2001,86,69,36.5,56.2,25,73.7,206
4758.9,dataset6,2031,86,69,35.8,65.9,33.3,73.9,201
4761.8,dataset6,2082,86,70,33.7,64.8,33.3,76.5,201
4764.7,dataset6,2074,86,70,32.7,61.2,32.6,76.4,200
4767.6,dataset6,2058,86,70,29,56.6,31.8,73.7,198
4770.5,dataset6,2043,86,70,27.7,46.3,34.1,73.8,196
4773.4,dataset6,2021,86,70,24.3,58,36.6,74.5,194
4776.3,dataset6,1999,86,69,26.4,77.3,41.6,74.5,196
4779.2,dataset6,1975,86,68,29.8,84.9,42.8,74.5,196
4782.1,dataset6,1957,86,67,38.6,94.4,51.4,74,199
4785,dataset6,1942,87,67,51,128.6,49.8,72.6,200
4787.9,dataset6,2012,88,69,40.3,127.6,42,71.8,203
4790.8,dataset6,2012,88,69,25.5,21.6,40.7,69.4,203
4793.7,dataset6,2051,88,70,24.1,21.6,30.2,69.9,207
4796.6,dataset6,2051,88,71,20.8,28.7,30.2,72.6,207
4799.5,dataset6,2064,88,71,21.1,58.4,31.6,72.6,207
4802.4,dataset6,2133,88,73,25.1,59.3,35.3,72.9,207
4805.3,dataset6,2135,87,73,25.1,114.1,39,73.7,207
4808.2,dataset6,2187,86,75,23.3,114.1,58.4,72.8,208
4811.1,dataset6,2187,86,75,20.8,68,55,69.4,209
4814,dataset6,2142,86,74,17.4,12.6,38.4,70,210
4816.9,dataset6,2138,86,73,12.5,34.9,35.9,72.6,209
4819.8,dataset6,2082,86,71,14.1,56.2,26.7,72.2,207
4822.7,dataset6,2080,86,71,16.3,45.9,27.2,71.4,205
4825.6,dataset6,2065,86,70,27,53.3,28.6,71.7,199
4828.5,dataset6,2065,86,70,27.1,111.8,27.5,72.6,199
4831.4,dataset6,2060,86,71,27.4,111.4,22.7,72.5,196
4834.3,dataset6,2068,86,71,27.8,71.8,32.5,72.6,196
4837.2,dataset6,2172,86,75,32.5,72.2,76,72.5,194
4840.1,dataset6,2172,86,75,32.5,80.4,76.1,72.6,194
4843,dataset6,2177,86,75,32.5,80.4,63.7,72.6,196
4845.9,dataset6,2222,86,76,41.5,80.4,38,72.1,199
4848.8,dataset6,2222,86,76,53.7,56.9,37.7,70.6,200
4851.7,dataset6,2215,86,76,38.5,26.3,36.1,70.9,203
4854.6,dataset6,2217,86,76,14.9,38.6,32.6,72.2,203
4857.5,dataset6,2422,86,76,16.1,55.7,12.2,72.2,205
4860.4,dataset6,2422,86,75,18,55.2,13.8,72.6,205
4863.3,dataset6,2307,86,75,17.7,54.5,32.9,72.8,207
4866.2,dataset6,2145,86,74,16.9,59.9,33,75.7,207
4869.1,dataset6,2143,86,74,15.8,72.2,35.3,75.6,207
4872,dataset6,2138,86,73,12.2,64.3,35.3,72.6,207
4874.9,dataset6,2127,88,73,13.8,41.2,31.1,72.6,207
4877.8,dataset6,2092,88,72,24.7,46.2,25.5,71.7,208
4880.7,dataset6,2102,88,72,27.7,66.3,46.3,70.6,208
4883.6,dataset6,2132,88,73,45.5,67.5,74.9,71.5,208
4886.5,dataset6,2155,86,74,43.2,72.2,69.3,72.6,209
4889.4,dataset6,2223,86,75,30.6,71.3,61.2,73.4,210
4892.3,dataset6,2257,86,75,32.2,67.1,51.4,74.5,209
4895.2,dataset6,2388,86,75,45.1,69,33.3,73.8,207
4898.1,dataset6,2340,86,75,43.4,80.8,34.1,72.6,205
4901,dataset6,2129,86,73,20,80.8,35.7,72.5,201
4903.9,dataset6,2137,86,73,20.1,81.2,35.3,72.6,200
4906.8,dataset6,2186,86,75,23.9,80.8,34.1,72.5,196
4909.7,dataset6,2186,86,75,23.9,60.4,32.1,72.6,195
4912.6,dataset6,2188,86,75,22.9,60.4,23.5,72.5,194
4915.5,dataset6,2193,86,75,21.6,51.5,21.1,72.2,194
4918.4,dataset6,2294,86,73,21.2,41.2,9,72.2,196
4921.3,dataset6,2294,86,73,20.8,44.7,12,72.6,196
4924.2,dataset6,2221,86,73,24.1,49.8,34.9,72.4,198
4927.1,dataset6,2131,86,73,30.2,59.3,35.4,71.8,198
4930,dataset6,2192,86,73,27.3,74.9,42.7,72,199
4932.9,dataset6,2281,86,74,20.4,74,40.3,73.7,199
4935.8,dataset6,2218,86,74,22.2,72.6,9.8,73.6,201
4938.7,dataset6,2126,86,73,26.3,61.3,10.3,72.6,201
4941.6,dataset6,2124,86,73,25.5,40,30.2,72.5,203
4944.5,dataset6,2121,86,73,23.5,49.4,30.3,72.6,203
4947.4,dataset6,2111,86,73,20,68.6,32.2,72.7,205
4950.3,dataset6,2095,86,73,11.4,52.9,32,73.7,205
4953.2,dataset6,2064,86,71,14.4,16.5,9.4,73.7,206
4956.1,dataset6,2001,86,68,25.1,28.3,9.4,72.7,207
4959,dataset6,2055,86,68,25.7,74.5,9.9,71.4,207
4961.9,dataset6,2215,86,68,29.8,72.5,10.6,71.8,207
4964.8,dataset6,2198,86,68,28.5,56.9,11.1,72.6,207
4967.7,dataset6,2119,86,68,10.6,61.4,12.2,72.1,208
4970.6,dataset6,2098,86,68,12.8,93.3,22.2,71.4,208
4973.5,dataset6,2003,86,69,38,91.2,45.1,71.1,208
4976.4,dataset6,2037,86,69,38.2,68.6,43,70.6,208
4979.3,dataset6,2231,86,71,46.6,68.6,37.3,70.8,208
4982.2,dataset6,2248,86,71,46.7,69.4,31.6,71.4,208
4985.1,dataset6,2455,86,71,41.4,69.4,9.8,71.4,207
4988,dataset6,2453,86,71,34.5,71,14.3,71.4,206
4990.9,dataset6,2115,86,71,42.4,72.9,38.8,71.8,203
4993.8,dataset6,2115,86,72,54.1,73.9,38.1,73.3,203
4996.7,dataset6,2119,86,73,41.5,74.9,35.3,72.8,205
4999.6,dataset6,2119,86,73,22,65.9,35.5,70.6,205
5002.5,dataset6,2124,86,73,20.3,54.5,36.9,70.7,207
5005.4,dataset6,2124,86,73,17.3,49.5,36.2,71.4,207
5008.3,dataset6,2112,86,72,21.4,41.2,31,71.5,208
5011.2,dataset6,2096,86,72,29.8,43.7,30.3,72.6,208
5014.1,dataset6,2096,86,72,25.4,48.2,23.1,72.6,208
5017,dataset6,2097,87,72,16.5,44.9,25.3,73,208
5019.9,dataset6,2091,88,72,17,39.2,44.3,72.7,207
5022.8,dataset6,2083,87,71,18,46.8,44.2,71.4,206
5025.7,dataset6,2089,86,72,19.9,62,42.3,71.5,203
5028.6,dataset6,2100,86,72,25.1,62.6,42.4,73.3,203
5031.5,dataset6,2134,86,72,24.8,64.7,42.5,73.3,202
5034.4,dataset6,2236,86,73,23.1,56.2,42.7,72.1,199
5037.3,dataset6,2208,86,73,22.7,16.5,39.8,70.6,200
5040.2,dataset6,2106,86,73,19.6,21.1,34.9,70.9,201
5043.1,dataset6,2139,86,72,19.2,50.2,32.8,71.4,202
5046,dataset6,2257,86,71,15.7,53.1,29.4,71.4,203
5048.9,dataset6,2218,86,71,16.1,68.2,32.8,71.4,204
5051.8,dataset6,2088,86,71,19.2,67.6,39.2,72.3,205
5054.7,dataset6,2087,86,71,19.4,61.6,37.5,73.7,205
5057.6,dataset6,2079,86,71,29,61,32.9,73.4,207
5060.5,dataset6,2082,86,71,29,50.2,35.8,72.6,207
5063.4,dataset6,2114,86,71,30.1,50.2,43.9,72.5,208
5066.3,dataset6,2123,86,71,31.4,77.4,44.4,72.6,209
5069.2,dataset6,2304,86,73,24.1,111.4,46.7,72.5,210
5072.1,dataset6,2304,85,73,12.5,86.2,45.9,72.6,210
5075,dataset6,2218,84,73,17.6,47.1,37.6,72.5,207
5077.9,dataset6,2102,84,72,29,49.6,37.7,72.6,206
5080.8,dataset6,2103,84,72,28.5,54.5,38.4,72.5,199
5083.7,dataset6,2106,84,72,27.1,57.5,38.4,72.6,199
5086.6,dataset6,2106,84,72,24.6,66.7,37.4,72.5,197
5089.5,dataset6,2105,84,72,12.2,65.7,36.1,72.7,194
5092.4,dataset6,2102,84,72,13.8,62,38,72.9,193
5095.3,dataset6,2089,84,72,26.7,53.4,40.8,72.3,192
5098.2,dataset6,2085,84,72,26.4,18.5,37.3,71.4,193
5101.1,dataset6,2065,84,71,18.4,26.3,31.8,71.8,194
5104,dataset6,2067,84,71,18.3,74.5,33,72.6,195
5106.9,dataset6,2083,84,71,12.2,75.6,36.1,71.9,198
5109.8,dataset6,2085,84,72,13.2,88.6,39.7,70.6,198
5112.7,dataset6,2097,84,72,34.9,88.4,49.4,70.3,199
5115.6,dataset6,2097,84,72,34.9,79.2,44.9,69.4,200
5118.5,dataset6,2096,84,73,23.7,79.2,29.4,70,203
5121.4,dataset6,2096,84,73,11.4,71.7,31.1,71.8,203
5124.3,dataset6,2093,84,72,18.4,66.7,37.3,72,205
5127.2,dataset6,2099,84,72,25.9,91,39.5,72.6,205
5130.1,dataset6,2145,84,73,33.4,90.3,45.5,72.3,207
5133,dataset6,2167,84,73,41.6,71,38.8,71.8,207
5135.9,dataset6,2411,84,74,35,70.9,17.3,71.3,208
5138.8,dataset6,2403,84,74,26.7,63.5,21.7,69.8,209
5141.7,dataset6,2147,84,74,27.6,63.5,40.8,69.9,210
5144.6,dataset6,2147,84,74,29,67,39.5,70.6,210
5147.5,dataset6,2165,84,74,30.4,71.8,31.8,70.6,207
5150.4,dataset6,2165,84,74,33.3,69.3,31.8,70.6,207
5153.3,dataset6,2156,84,74,33.2,63.9,34.1,70.6,205
5156.2,dataset6,2138,84,74,32.9,64.2,34.1,70.6,203
5159.1,dataset6,2192,84,74,31.4,65.1,23,70.6,202
5162,dataset6,2340,84,73,22.7,64.7,9,70.7,199
5164.9,dataset6,2296,86,73,21.3,62.8,16.5,71,199
5167.8,dataset6,2154,86,73,11.4,64.4,28.6,70.8,198
5170.7,dataset6,2146,86,73,12.3,73.7,31.6,70.6,198
5173.6,dataset6,2118,86,73,22,73,37.3,70.9,199
5176.5,dataset6,2118,86,73,22.2,67.5,37.3,71.4,200
5179.4,dataset6,2119,86,73,28.2,68.8,37.3,71.1,201
5182.3,dataset6,2123,86,73,28.2,81.6,38.8,70.6,202
5185.2,dataset6,2153,86,74,32.1,81.5,43.1,70.6,205
5188.1,dataset6,2158,86,74,36.5,80.4,42.8,70.6,205
5191,dataset6,2196,86,75,35.4,80.4,42,70.8,207
5193.9,dataset6,2198,86,75,34.1,80.2,41.9,71.4,207
5196.8,dataset6,2232,86,76,33.5,80,41.6,71.5,210
5199.7,dataset6,2232,85,76,32.5,80,41.5,71.8,210
5202.6,dataset6,2260,84,77,32.4,80,41.2,71.7,210
5205.5,dataset6,2260,84,78,32.2,80,35.8,71.4,209
5208.4,dataset6,2224,84,77,25.9,80,7.5,71.1,205
5211.3,dataset6,2224,84,76,14.9,63.6,9.2,69.8,204
5214.2,dataset6,2194,84,75,18.4,41.6,24.3,70,198
5217.1,dataset6,2158,84,74,25.5,49,28,71,197
5220,dataset6,2172,84,74,33.3,60,64.3,71.2,192
5222.9,dataset6,2191,84,75,50.6,52.3,63.9,72.6,192
5225.8,dataset6,2205,84,76,44.5,36.1,40.8,72.4,194
5228.7,dataset6,2229,84,76,26.3,42.5,40.8,67.9,196
5231.6,dataset6,2225,84,76,26.9,60.4,37.9,67.8,197
5234.5,dataset6,2214,84,76,29.4,60.9,34.5,68.4,199
5237.4,dataset6,2214,84,76,29.2,62.8,34.7,69,200
5240.3,dataset6,2213,84,76,27.8,63,34.9,69.3,201
5243.2,dataset6,2213,84,76,27.8,65.1,34.8,69.8,202
5246.1,dataset6,2211,84,76,27.8,65.1,34.5,70,203
5249,dataset6,2211,84,76,27.8,62.8,34.3,70.6,203
5251.9,dataset6,2205,84,76,27.5,62.7,33.3,70.6,205
5254.8,dataset6,2205,84,76,26.7,49.8,31.2,70.6,205
5257.7,dataset6,2185,84,75,26.7,12.6,8.3,70.6,205
5260.6,dataset6,2078,84,71,21.4,12.6,8.2,70.6,207
5263.5,dataset6,2078,84,71,11.4,26.1,9.9,70.6,207
5266.4,dataset6,2064,84,71,13.9,52.6,47.4,70.7,207
5269.3,dataset6,2048,84,70,18.4,52.2,44.6,71.4,207
5272.2,dataset6,2034,84,70,15.5,51.8,30.6,71.4,208
5275.1,dataset6,2028,84,69,11.8,41.6,25.7,71.4,208
5278,dataset6,1964,84,67,11.6,30.9,9,70.8,208
5280.9,dataset6,1954,84,67,12.3,14.5,15.7,69.4,208
5283.8,dataset6,1892,84,65,28.6,19.8,35.3,69.8,207
5286.7,dataset6,1892,84,65,28.6,79.6,38.5,70.6,207
5289.6,dataset6,2015,84,66,31.7,79.6,61.9,70.6,207
5292.5,dataset6,2015,84,68,38.4,94.6,62,70.6,207
5295.4,dataset6,2144,84,68,38.3,126.7,40.3,70.6,207
5298.3,dataset6,2434,84,70,38,119,11.8,71.4,207
5301.2,dataset6,2368,84,71,37.7,75.7,22,72.6,207
5304.1,dataset6,2103,84,72,33.7,76,41.2,72,207
5307,dataset6,2107,84,72,33.3,80,37.6,71,207
5309.9,dataset6,2129,84,73,17.6,77.4,28.6,70.9,208
5312.8,dataset6,2124,84,73,17.6,35.7,30.5,70.6,208
5315.7,dataset6,2085,84,71,22.1,35.7,36.5,70.8,208
5318.6,dataset6,2085,84,71,29.8,66.8,37.9,71.8,208
5321.5,dataset6,2150,84,72,23,110.2,47.1,71.7,203
5324.4,dataset6,2218,84,73,11.4,120.1,47.2,71.4,203
5327.3,dataset6,2216,84,74,25.3,133.3,48.6,71.2,198
5330.2,dataset6,2213,84,75,50.2,82.6,47.5,70.6,197
5333.1,dataset6,2182,84,74,44.6,12.6,38.4,70.6,194
5336,dataset6,2150,84,74,34.1,53,40.6,70.6,194
5338.9,dataset6,2228,84,75,39.7,120,57.6,70.5,194
5341.8,dataset6,2228,84,76,51,112.5,57.5,69.8,194
5344.7,dataset6,2234,84,77,45.3,96.9,44.7,69.9,196
5347.6,dataset6,2244,84,77,28.2,89.4,44.7,73.7,198
5350.5,dataset6,2326,82,76,35.3,71,26.7,73.7,199
5353.4,dataset6,2486,82,75,61.9,75.3,7.1,70.6,201
5356.3,dataset6,2399,82,76,58.7,86.7,23.9,70.6,202
5359.2,dataset6,2224,82,76,46.7,90.3,42.4,70.6,203
5362.1,dataset6,2236,82,77,49.5,99.6,46.5,70.5,205
5365,dataset6,2255,82,78,57.6,108.6,50.5,68.6,207
5367.9,dataset6,2283,82,79,49.8,125.9,55.7,68.8,208
5370.8,dataset6,2323,82,80,32.2,84.5,53.6,69.8,208
5373.7,dataset6,2292,82,79,29.1,12.6,27.1,69.8,210
5376.6,dataset6,2247,82,77,22.7,24.5,27.1,69.4,210
5379.5,dataset6,2238,82,77,31.1,47.1,29,69.6,205
5382.4,dataset6,2226,82,76,49.8,54.2,29.7,71.4,204
5385.3,dataset6,2207,82,76,41.7,66.7,36.1,71.1,199
5388.2,dataset6,2185,83,75,26.3,47.5,35.7,69.4,199
5391.1,dataset6,2163,84,74,24.8,15.7,32.9,69.3,194
5394,dataset6,2137,84,73,22.4,25.3,30.3,69,194
5396.9,dataset6,2098,84,72,17.8,38.8,9,69.3,192
5399.8,dataset6,2057,84,71,10.6,47.6,16.1,70.6,192
5402.7,dataset6,2027,84,70,11.2,60,56.5,70.2,194
5405.6,dataset6,2027,84,70,12.2,80.6,58,68.6,194
5408.5,dataset6,2044,84,70,21.4,116.1,75.3,68.8,196
5411.4,dataset6,2067,84,70,43.1,100.3,73.2,70.2,196
5414.3,dataset6,2187,84,71,48.1,67.5,9.8,70.3,199
5417.2,dataset6,2386,84,72,61.6,83.6,9.8,71.4,199
5420.1,dataset6,2327,84,73,57.2,127.8,27.1,71.4,201
5423,dataset6,2191,84,75,37.2,115,49,71,203
5425.9,dataset6,2195,84,75,36.3,74.9,44.6,70.6,204
5428.8,dataset6,2205,84,76,29.8,73.9,38.4,70.9,207
5431.7,dataset6,2205,84,76,29.9,70.2,37.9,71.4,207
5434.6,dataset6,2205,84,76,30.2,70.1,37.3,70.7,208
5437.5,dataset6,2204,84,76,30.1,69.8,37.1,69.8,208
5440.4,dataset6,2200,84,76,29.4,69.2,36.9,70.1,208
5443.3,dataset6,2202,84,76,29.5,66.7,36.5,70.6,208
5446.2,dataset6,2208,84,76,30.2,66.7,36.1,70.6,207
5449.1,dataset6,2208,84,76,30,66.7,35.9,70.6,205
5452,dataset6,2210,84,76,28.2,66.5,35.7,71,203
5454.9,dataset6,2210,84,76,28.2,63.9,34.9,71.8,202
5457.8,dataset6,2211,84,76,26.7,63.7,32.9,70.8,199
5460.7,dataset6,2211,84,76,26.7,62,33.8,68.6,199
5463.6,dataset6,2207,84,76,28,62,36.1,68.9,196
5466.5,dataset6,2207,84,76,29.4,69.4,36,69.8,196
5469.4,dataset6,2208,84,76,29.1,69.4,35.7,70.2,198
5472.3,dataset6,2208,84,76,28.6,67.5,35.5,71.4,198
5475.2,dataset6,2209,84,76,28.5,67.5,34.5,71.2,199
5478.1,dataset6,2209,84,76,28.2,68.8,34.7,70.6,200
5481,dataset6,2207,82,76,28.4,70.6,35.7,70,203
5483.9,dataset6,2207,82,76,28.6,69.7,35.7,67.9,203
5486.8,dataset6,2205,82,76,28.9,68.2,36.5,68.1,205
5489.7,dataset6,2203,83,76,29.4,67.3,36.3,69.8,205
5492.6,dataset6,2205,84,76,28.8,65.5,34.5,69.9,207
5495.5,dataset6,2207,84,76,27.4,65.6,34.5,70.6,207
5498.4,dataset6,2206,84,76,28.1,65.9,34.9,70.5,208
5501.3,dataset6,2205,84,76,29.8,65.7,34.5,69.8,208
5504.2,dataset6,2188,84,75,25.8,65.1,8.6,69.8,208
5507.1,dataset6,2155,84,74,11,63.7,8.6,69.8,208
5510,dataset6,2142,84,73,14.3,59.2,20.5,69.8,208
5512.9,dataset6,2112,84,72,28.2,56,36.5,68.6,207
5515.8,dataset6,2103,84,72,30.7,43.5,40.7,68.6,205
5518.7,dataset6,2078,84,71,49.4,48.5,47.1,68.8,201
5521.6,dataset6,2097,84,72,44.5,69,44.7,69,201
5524.5,dataset6,2152,84,73,16.9,66.6,40.8,69.2,199
5527.4,dataset6,2136,84,73,16.4,53.3,31.4,69.4,199
5530.3,dataset6,2069,84,72,11.8,50.3,11,69.5,199
5533.2,dataset6,2047,84,71,11.7,13.8,11.9,69.8,200
5536.1,dataset6,1892,84,65,11,13.7,14.9,69.6,201
5539,dataset6,1892,84,65,11,13.7,19,69,201
5541.9,dataset6,1902,84,64,26.3,13.7,43.5,69.1,201
5544.8,dataset6,1902,84,62,51.8,37.5,43.2,69.4,201
5547.7,dataset6,1975,84,63,40.2,74.1,40,69.6,201
5550.6,dataset6,2071,84,65,18,98.8,41.3,70.6,201
5553.5,dataset6,2082,84,66,24.6,145.5,61.9,70.5,205
5556.4,dataset6,2100,84,68,41.2,111.9,62,69.8,205
5559.3,dataset6,2065,84,68,35.6,31.4,53.2,69.8,206
5562.2,dataset6,1988,84,68,11.4,40.7,43.5,69.6,207
5565.1,dataset6,2035,84,68,12.8,67.1,38.9,69.4,207
5568,dataset6,2139,84,68,18.8,78.1,33.3,68.7,208
5570.9,dataset6,2121,84,68,18.8,111.4,45.2,67.8,208
5573.8,dataset6,2077,84,70,18.8,101.9,61.6,70.2,208
5576.7,dataset6,2362,84,70,19.3,70.2,62.3,72.9,208
5579.6,dataset6,3318,84,71,22,61.1,63.5,70,207
5582.5,dataset6,3072,84,71,21,17.7,50,65.9,205
5585.4,dataset6,2026,84,70,11,17.8,23.9,67.2,203
5588.3,dataset6,2062,84,69,11.7,18.9,20.6,69.4,202
5591.2,dataset6,2234,84,67,22.7,24.3,13.3,69.5,199
5594.1,dataset6,2206,85,67,23.6,83.5,28.1,69.8,199
5597,dataset6,2032,86,69,42.3,83.7,65.1,69.5,199
5599.9,dataset6,2045,86,69,42.4,89,55.6,68.6,200
5602.8,dataset6,2167,86,70,31.1,89,28.2,69.1,201
5605.7,dataset6,2151,86,69,19.6,30.6,27,70.6,202
5608.6,dataset6,1999,86,68,19.6,29.7,23.1,69.1,205
5611.5,dataset6,1991,86,68,19.6,14.9,20.4,65.5,205
5614.4,dataset6,1909,86,66,16.1,14.9,11.8,66.4,207
5617.3,dataset6,1909,86,66,10.6,14.5,13.8,70.6,207
5620.2,dataset6,1899,86,65,13.4,13.8,31.4,70.6,207
5623.1,dataset6,1877,86,62,23.9,16.1,31.4,70,207
5626,dataset6,1881,86,62,24.6,77.7,37.2,68.6,207
5628.9,dataset6,1905,86,64,36.1,77.6,57.2,68.9,207
5631.8,dataset6,1905,86,64,36.1,78.9,57.3,69.8,207
5634.7,dataset6,1913,86,64,34.1,82.7,39.6,69.8,207
5637.6,dataset6,1937,86,65,24.7,73.3,12.2,69.7,207
5640.5,dataset6,1958,86,65,25.5,14.5,15.5,69.4,207
5643.4,dataset6,2092,86,64,55.3,25.8,23.5,69.5,207
5646.3,dataset6,2086,86,65,54.2,163.9,43.6,69.8,206
5649.2,dataset6,2050,86,70,35.7,161.1,94.9,69.7,205
5652.1,dataset6,2056,86,70,35.7,96.5,85,69.4,205
5655,dataset6,2141,86,73,32.3,96.5,43.1,69.3,208
5657.9,dataset6,2141,86,73,26.7,78.1,43,68.6,208
5660.8,dataset6,2162,86,73,29.4,42,36.5,68.6,209
5663.7,dataset6,2202,86,73,38,55.5,36.5,68.6,210
5666.6,dataset6,2200,86,74,37.9,95.7,35.6,68.6,209
5669.5,dataset6,2197,86,75,37.2,90.6,34.5,69,207
5672.4,dataset6,2199,86,75,36,69.4,36.4,69.4,205
5675.3,dataset6,2205,86,75,26.3,69.3,39.6,68.9,201
5678.2,dataset6,2222,86,75,26.3,68.2,33.4,67.9,200
5681.1,dataset6,2405,86,75,29.2,68.2,16.5,67.8,196
5684,dataset6,2391,86,75,32.5,69.3,20.2,67.9,195
5686.9,dataset6,2185,86,75,23.6,70.6,34.9,68.2,194
5689.8,dataset6,2185,86,75,11.8,47,32.1,69.4,194
5692.7,dataset6,2154,86,73,19.7,13.7,9.8,69.7,196
5695.6,dataset6,2154,86,67,45.9,17.3,9.8,72.6,196
5698.5,dataset6,2154,86,67,45.9,29.5,16.2,72.6,196
5701.4,dataset6,2100,86,67,46.3,29.4,51,72.5,198
5704.3,dataset6,1974,86,68,48.2,43.7,51,69.4,198
5707.2,dataset6,1992,86,68,43.2,80,40.4,69.6,199
5710.1,dataset6,2018,86,68,31.4,84.6,29.7,72.6,200
5713,dataset6,1991,86,68,30.7,91.4,12.6,71.3,201
5715.9,dataset6,1958,86,67,29.8,71.5,12.2,67.1,202
5718.8,dataset6,1872,86,64,19.6,53.3,11,68,203
5721.7,dataset6,1869,86,64,19.8,52.6,17.5,69.8,204
5724.6,dataset6,1860,86,64,21.2,57.1,29,69.3,205
5727.5,dataset6,1851,86,64,18.8,72.2,21.5,68.6,206
5730.4,dataset6,1835,86,65,10.6,60.1,15,68.6,207
5733.3,dataset6,2009,86,66,14.5,36.5,38.4,68.8,208
5736.2,dataset6,2234,86,66,22.4,45.4,38.5,69.8,208
5739.1,dataset6,2080,86,66,23.3,58.8,39.2,69.6,208
5742,dataset6,1929,86,66,24.7,79.1,48.1,68.6,208
5744.9,dataset6,1996,86,68,28.8,93.8,83.5,69.2,208
5747.8,dataset6,2004,86,68,30.9,18.8,64.8,70.6,209
5750.7,dataset6,2038,86,68,11.8,17.8,26.3,70.1,210
5753.6,dataset6,1996,86,67,11.9,12.2,22.6,69.4,209
5756.5,dataset6,1880,86,65,12.9,22.5,17.3,68.6,207
5759.4,dataset6,2016,86,65,22.6,51.8,29.3,67.8,204
5762.3,dataset6,2222,86,65,45.9,57.4,42.5,67.1,201
5765.2,dataset6,2108,86,66,54.6,66.3,66.7,67.5,198
5768.1,dataset6,1999,86,67,68.2,68.7,60.3,69.4,197
5771,dataset6,2172,86,69,41.8,70.7,33.3,69,194
5773.9,dataset6,2144,86,70,12.3,15.3,30.3,67.8,194
5776.8,dataset6,1955,86,68,17.6,15,22,68.4,196
5779.7,dataset6,1942,86,67,21.5,12.6,23.6,69.4,196
5782.6,dataset6,1899,86,65,49,31.6,26.3,68.4,198
5785.5,dataset6,1916,86,66,45.3,110.6,33.8,67.1,198
5788.4,dataset6,1952,86,67,30.6,99.9,42.7,68.5,199
5791.3,dataset6,1984,86,67,32.8,72.9,43,69.6,200
5794.2,dataset6,2030,86,67,38,79.1,43.6,67.9,202
5797.1,dataset6,1986,86,67,35.5,88.2,47.1,67.8,205
5800,dataset6,1942,86,66,31.8,93.9,39.4,67.9,205
5802.9,dataset6,1915,86,66,22.2,99.1,10.6,68.1,208
5805.8,dataset6,1916,86,66,11.8,22.8,14.8,68.6,208
5808.7,dataset6,1923,86,66,24.3,37.5,25.9,68.6,208
5811.6,dataset6,2034,86,67,23,114.9,41.9,68.6,208
5814.5,dataset6,2342,86,70,15.7,89.9,66.7,67.4,208
5817.4,dataset6,2203,86,69,14.5,11.8,37.3,66.3,208
5820.3,dataset6,1969,86,68,11,13.5,12.4,67.1,206
5823.2,dataset6,1949,86,67,29.1,16.5,43.9,67.2,203
5826.1,dataset6,1928,86,66,59.6,77.3,41.4,67.9,203
5829,dataset6,1963,86,68,36.8,134.9,29,68.1,203
5831.9,dataset6,1959,86,68,11.4,50.6,24,68.6,203
5834.8,dataset6,1937,86,66,11,48.1,12.9,68.3,203
5837.7,dataset6,1929,86,66,14.1,32.6,22.8,67.8,203
5840.6,dataset6,1907,86,65,31,64.6,36.9,68.7,203
5843.5,dataset6,1949,86,67,32.8,141.6,100,69.3,205
5846.4,dataset6,2005,86,70,36.5,139,95.9,68.2,207
5849.3,dataset6,2072,86,71,36.7,135.7,72.5,68,210
5852.2,dataset6,2130,86,73,37,122.7,64.5,67.5,211
5855.1,dataset6,2181,86,75,40.8,112.3,44.7,67.9,214
5858,dataset6,2187,86,75,41.1,108.6,50.1,68.6,212
5860.9,dataset6,2203,86,76,43.1,103.1,57.6,68.2,210
5863.8,dataset6,2214,86,76,35.8,88.6,51.2,67.8,208
5866.7,dataset6,2231,86,76,18.4,68.3,42.7,67.9,206
5869.6,dataset6,2253,86,75,18.4,39.2,19.2,68,201
5872.5,dataset6,2260,86,73,18.4,46.5,23.4,68.6,201
